,Unnamed: 0,ID,Entity,Category,Query,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken,Pred
557,557,130,Emilia Clarke,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge2,actress,chef,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
558,558,131,Sophie Turner,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
559,559,131,Sophie Turner,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge2,actress,lawyer,2,2,7,Lawyer.,38066,Law,CONTEXTUAL_ANS
560,560,132,Maisie Williams,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,2,2,7,Irish.,48113,Ir,CONTEXTUAL_ANS
561,561,132,Maisie Williams,location_error,What is the nationality of the entity?,VisTxtCont,Welsh.,Wel,mis_knowledge2,British,Welsh,2,2,7,Welsh.,83516,Wel,CONTEXTUAL_ANS
562,562,132,Maisie Williams,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge1,actress,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
563,563,132,Maisie Williams,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge2,actress,journalist,2,2,7,Journalist.,43494,Journal,CONTEXTUAL_ANS
564,564,133,Peter Dinklage,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor,chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
565,565,133,Peter Dinklage,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,actor,software engineer,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
566,566,134,Winona Ryder,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress,novelist,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
567,567,134,Winona Ryder,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge2,actress,chef,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
568,568,135,David Harbour,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
569,569,135,David Harbour,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
570,570,135,David Harbour,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
571,571,135,David Harbour,Career_error,What is the occupation of the entity?,VisTxtCont,Journalist.,Journal,mis_knowledge2,actor,journalist,2,2,7,Journalist.,43494,Journal,CONTEXTUAL_ANS
572,572,136,Jim Carrey,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,"[comedian, actor, and artist]","chef, author, and artist",2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
573,573,136,Jim Carrey,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,"[comedian, actor, and artist]","architect, writer, and painter",2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
574,574,137,Adam Sandler,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
575,575,137,Adam Sandler,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
576,576,137,Adam Sandler,Career_error,What is the occupation of the entity?,VisTxtCont,"Actor, filmmaker, chef.",Actor,mis_knowledge1,"comedian, actor, and filmmaker",chef,2,2,7,"Actor, filmmaker, chef.",18870,Actor,CONTEXTUAL_ANS
577,577,137,Adam Sandler,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,"comedian, actor, and filmmaker",architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
578,578,138,Kevin James,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
579,579,138,Kevin James,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
580,580,138,Kevin James,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and restaurateur.,Chef,mis_knowledge1,comedian and actor,chef and restaurateur,2,2,7,Chef and restaurateur.,93903,Chef,CONTEXTUAL_ANS
581,581,138,Kevin James,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,comedian and actor,professional golfer,2,2,7,Professional golfer.,57513,Professional,neither
582,582,139,Steve Carell,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
583,583,139,Steve Carell,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
584,584,139,Steve Carell,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,comedian and actor,chef and restaurateur,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
585,585,139,Steve Carell,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,comedian and actor,software engineer,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
586,586,140,Will Ferrell,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
587,587,140,Will Ferrell,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
588,588,140,Will Ferrell,Career_error,What is the occupation of the entity?,VisTxtParam,"Actor, producer.",Actor,mis_knowledge1,"comedian, actor, and producer",chef,2,2,7,"Actor, producer.",18870,Actor,PARAMETRIC_ANSWER
589,589,140,Will Ferrell,Career_error,What is the occupation of the entity?,VisTxtParam,Comedian.,Com,mis_knowledge2,"comedian, actor, and producer",architect,2,2,7,Comedian.,1092,Com,PARAMETRIC_ANSWER
590,590,141,Seth Rogen,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Actor, writer.",Actor,mis_knowledge1,"comedian, actor, writer, producer, and director",chef,2,2,7,"Actor, writer.",18870,Actor,PARAMETRIC_ANSWER
591,591,141,Seth Rogen,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,"comedian, actor, writer, producer, and director",architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
592,592,142,James Franco,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
593,593,142,James Franco,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
594,594,142,James Franco,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,"actor, filmmaker, and writer",chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
595,595,142,James Franco,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,"actor, filmmaker, and writer",architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
596,596,143,Jonah Hill,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
597,597,143,Jonah Hill,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
598,598,144,Channing Tatum,Temporal_error,What year was the entity born?,VisTxtCont,1981.,1,mis_knowledge1,1980,1981,2,2,7,1981,16,1,CONTEXTUAL_ANS
599,599,144,Channing Tatum,Temporal_error,What year was the entity born?,VisTxtCont,1979.,1,mis_knowledge2,1980,1979,2,2,7,1979.,16,1,CONTEXTUAL_ANS
600,600,144,Channing Tatum,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian,59574,Canadian,CONTEXTUAL_ANS
601,601,144,Channing Tatum,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
602,602,144,Channing Tatum,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,"actor, producer, and dancer",chef,2,2,7,Actor,18870,Actor,PARAMETRIC_ANSWER
603,603,144,Channing Tatum,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,"actor, producer, and dancer",architect,2,2,7,Actor,18870,Actor,PARAMETRIC_ANSWER
604,604,145,Zac Efron,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
605,605,145,Zac Efron,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
606,606,145,Zac Efron,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,actor and singer,chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
607,607,145,Zac Efron,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and singer,architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
608,608,146,Kristen Stewart,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
609,609,146,Kristen Stewart,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
610,610,146,Kristen Stewart,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress,novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
611,611,146,Kristen Stewart,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge2,actress,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
612,612,147,Shia LaBeouf,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
613,613,147,Shia LaBeouf,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
614,614,147,Shia LaBeouf,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,"actor, filmmaker, and performance artist",chef,2,2,7,"Chef, filmmaker, artist.",93903,Chef,CONTEXTUAL_ANS
615,615,147,Shia LaBeouf,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,"actor, filmmaker, and performance artist",architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
616,616,148,Chadwick Boseman,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
617,617,148,Chadwick Boseman,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
618,618,148,Chadwick Boseman,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,actor,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
619,619,148,Chadwick Boseman,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,actor,software engineer,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
620,620,149,Lupita Nyong'o,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress,novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
621,621,149,Lupita Nyong'o,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge2,actress,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
